W.L,Weight.class,Method,Round,Time,Fighter1,Fighter2,Fight_url,Date,Kd1,SigStrikes1,TotStrikes1,Td1,SubAtt1,Pass1,Rev1,Kd2,SigStrikes2,TotStrikes2,Td2,SubAtt2,Pass2,Rev2,Head1,Body1,Leg1,Distance1,Clinch1,Ground1,Head2,Body2,Leg2,Distance2,Clinch2,Ground2
win,Welterweight,"SUB

      

      
        Guillotine Choke",1,4:36,Gunnar Nelson,Omari Akhmedov,http://www.fightmetric.com/fight-details/0b3c3d363c82835f,"March 08, 2014","
      0
    ","
      16 of 20
    ","
      25 of 32
    ","
      1 of 1
    ","
      1
    ","
      3
    ","
      0
    ","
      0
    ","
      6 of 16
    ","
      8 of 18
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      15 of 19
    ","
      0 of 0
    ","
      1 of 1
    ","
      2 of 2
    ","
      0 of 0
    ","
      14 of 18
    ","
      1 of 9
    ","
      2 of 3
    ","
      3 of 4
    ","
      6 of 16
    ","
      0 of 0
    ","
      0 of 0
    "
win,Light Heavyweight,"SUB

      

      
        Guillotine Choke",1,3:02,Ilir Latifi,Cyrille Diabate,http://www.fightmetric.com/fight-details/6242126d8d06a7ca,"March 08, 2014","
      0
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      1 of 5
    ","
      1 of 1
    ","
      2
    ","
      1
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    "
win,Middleweight,"KO/TKO

      

      
        Kick",1,4:24,Luke Barnatt,Mats Nilsson,http://www.fightmetric.com/fight-details/406154260435c65a,"March 08, 2014","
      0
    ","
      45 of 117
    ","
      45 of 117
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      25 of 56
    ","
      32 of 64
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      32 of 100
    ","
      10 of 14
    ","
      3 of 3
    ","
      41 of 113
    ","
      4 of 4
    ","
      0 of 0
    ","
      15 of 44
    ","
      4 of 5
    ","
      6 of 7
    ","
      25 of 55
    ","
      0 of 1
    ","
      0 of 0
    "
win,Middleweight,U-DEC,3,5:00,Claudio Silva,Bradley Scott,http://www.fightmetric.com/fight-details/4911fcfb1b28faa5,"March 08, 2014","
      0
    ","
      41 of 75
    ","
      61 of 96
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      36 of 73
    ","
      114 of 158
    ","
      3 of 15
    ","
      0
    ","
      5
    ","
      0
    ","
      26 of 60
    ","
      11 of 11
    ","
      4 of 4
    ","
      37 of 70
    ","
      4 of 5
    ","
      0 of 0
    ","
      23 of 55
    ","
      4 of 5
    ","
      9 of 13
    ","
      33 of 67
    ","
      1 of 4
    ","
      2 of 2
    "
win,Welterweight,U-DEC,3,5:00,Igor Araujo,Danny Mitchell,http://www.fightmetric.com/fight-details/54845ec0646a9bee,"March 08, 2014","
      0
    ","
      12 of 37
    ","
      138 of 204
    ","
      0 of 3
    ","
      1
    ","
      4
    ","
      1
    ","
      0
    ","
      18 of 34
    ","
      70 of 102
    ","
      0 of 1
    ","
      5
    ","
      1
    ","
      0
    ","
      7 of 29
    ","
      5 of 7
    ","
      0 of 1
    ","
      2 of 10
    ","
      1 of 1
    ","
      9 of 26
    ","
      9 of 23
    ","
      4 of 5
    ","
      5 of 6
    ","
      6 of 15
    ","
      5 of 5
    ","
      7 of 14
    "
"nc
                  


                  
                    nc",Flyweight,Overturned,1,1:13,Phil Harris,Louis Gaudinot,http://www.fightmetric.com/fight-details/443791a8c6790cf0,"March 08, 2014","
      0
    ","
      3 of 4
    ","
      4 of 5
    ","
      0 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      2 of 4
    ","
      7 of 9
    ","
      0 of 0
    ","
      1
    ","
      0
    ","
      0
    ","
      2 of 3
    ","
      0 of 0
    ","
      1 of 1
    ","
      2 of 3
    ","
      1 of 1
    ","
      0 of 0
    ","
      1 of 3
    ","
      1 of 1
    ","
      0 of 0
    ","
      2 of 4
    ","
      0 of 0
    ","
      0 of 0
    "
win,Welterweight,"KO/TKO

      

      
        Elbow",3,1:02,Dong Hyun Kim,John Hathaway,http://www.fightmetric.com/fight-details/e38d7761a92e1bf9,"March 01, 2014","
      2
    ","
      27 of 81
    ","
      42 of 96
    ","
      1 of 3
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      27 of 97
    ","
      52 of 127
    ","
      1 of 6
    ","
      0
    ","
      0
    ","
      0
    ","
      22 of 76
    ","
      5 of 5
    ","
      0 of 0
    ","
      13 of 43
    ","
      6 of 15
    ","
      8 of 23
    ","
      13 of 69
    ","
      10 of 22
    ","
      4 of 6
    ","
      16 of 74
    ","
      9 of 17
    ","
      2 of 6
    "
win,Welterweight,S-DEC,3,5:00,Zhang Lipeng,Sai Wang,http://www.fightmetric.com/fight-details/0fea1cff62e26b46,"March 01, 2014","
      0
    ","
      31 of 79
    ","
      100 of 172
    ","
      0 of 0
    ","
      0
    ","
      2
    ","
      2
    ","
      0
    ","
      10 of 25
    ","
      37 of 60
    ","
      4 of 10
    ","
      2
    ","
      4
    ","
      0
    ","
      14 of 47
    ","
      3 of 9
    ","
      14 of 23
    ","
      15 of 46
    ","
      6 of 12
    ","
      10 of 21
    ","
      4 of 15
    ","
      0 of 3
    ","
      6 of 7
    ","
      8 of 22
    ","
      1 of 1
    ","
      1 of 2
    "
win,Heavyweight,"KO/TKO

      

      
        Punch",1,4:59,Matt Mitrione,Shawn Jordan,http://www.fightmetric.com/fight-details/82448697e7a44028,"March 01, 2014","
      1
    ","
      24 of 62
    ","
      25 of 65
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      15 of 46
    ","
      19 of 51
    ","
      0 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      20 of 57
    ","
      1 of 2
    ","
      3 of 3
    ","
      16 of 47
    ","
      8 of 15
    ","
      0 of 0
    ","
      8 of 38
    ","
      1 of 2
    ","
      6 of 6
    ","
      10 of 37
    ","
      5 of 9
    ","
      0 of 0
    "
win,Featherweight,U-DEC,3,5:00,Hatsu Hioki,Ivan Menjivar,http://www.fightmetric.com/fight-details/57ab45aa1ebd087e,"March 01, 2014","
      0
    ","
      29 of 86
    ","
      52 of 117
    ","
      4 of 6
    ","
      2
    ","
      9
    ","
      0
    ","
      1
    ","
      27 of 85
    ","
      57 of 117
    ","
      0 of 1
    ","
      1
    ","
      0
    ","
      0
    ","
      12 of 58
    ","
      14 of 24
    ","
      3 of 4
    ","
      23 of 75
    ","
      5 of 10
    ","
      1 of 1
    ","
      14 of 57
    ","
      8 of 16
    ","
      5 of 12
    ","
      18 of 67
    ","
      7 of 13
    ","
      2 of 5
    "
win,Lightweight,S-DEC,3,5:00,Yui Chul Nam,Kazuki Tokudome,http://www.fightmetric.com/fight-details/c53a5dca56870ea5,"March 01, 2014","
      0
    ","
      31 of 55
    ","
      131 of 174
    ","
      3 of 7
    ","
      0
    ","
      2
    ","
      0
    ","
      3
    ","
      77 of 130
    ","
      109 of 173
    ","
      1 of 1
    ","
      0
    ","
      3
    ","
      0
    ","
      28 of 52
    ","
      2 of 2
    ","
      1 of 1
    ","
      5 of 16
    ","
      12 of 23
    ","
      14 of 16
    ","
      63 of 111
    ","
      10 of 14
    ","
      4 of 5
    ","
      17 of 35
    ","
      37 of 59
    ","
      23 of 36
    "
win,Bantamweight,U-DEC,3,5:00,Vaughan Lee,Nam Phan,http://www.fightmetric.com/fight-details/3fa2e753afa0bdbb,"March 01, 2014","
      0
    ","
      24 of 189
    ","
      24 of 190
    ","
      0 of 5
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      142 of 311
    ","
      145 of 314
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      11 of 158
    ","
      8 of 22
    ","
      5 of 9
    ","
      24 of 188
    ","
      0 of 1
    ","
      0 of 0
    ","
      72 of 197
    ","
      47 of 79
    ","
      23 of 35
    ","
      141 of 310
    ","
      1 of 1
    ","
      0 of 0
    "
win,Welterweight,KO/TKO,1,5:00,An Ying Wang,Albert Cheng,http://www.fightmetric.com/fight-details/36d4e8f650539bf0,"March 01, 2014","
      0
    ","
      5 of 12
    ","
      5 of 12
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      13 of 45
    ","
      15 of 47
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 10
    ","
      1 of 2
    ","
      0 of 0
    ","
      5 of 12
    ","
      0 of 0
    ","
      0 of 0
    ","
      10 of 37
    ","
      0 of 1
    ","
      3 of 7
    ","
      13 of 45
    ","
      0 of 0
    ","
      0 of 0
    "
win,Featherweight,U-DEC,3,5:00,Mark Eddiva,Jumabieke Tuerxun,http://www.fightmetric.com/fight-details/2ebe2ae9b4812f0a,"March 01, 2014","
      0
    ","
      12 of 34
    ","
      33 of 60
    ","
      1 of 9
    ","
      2
    ","
      0
    ","
      0
    ","
      0
    ","
      49 of 88
    ","
      141 of 189
    ","
      4 of 10
    ","
      0
    ","
      0
    ","
      0
    ","
      6 of 28
    ","
      4 of 4
    ","
      2 of 2
    ","
      3 of 14
    ","
      7 of 18
    ","
      2 of 2
    ","
      22 of 55
    ","
      11 of 13
    ","
      16 of 20
    ","
      15 of 45
    ","
      19 of 25
    ","
      15 of 18
    "
win,Women's Bantamweight,"KO/TKO

      

      
        Knee",1,1:06,Ronda Rousey,Sara McMann,http://www.fightmetric.com/fight-details/654127f5b9140be2,"February 22, 2014","
      1
    ","
      14 of 23
    ","
      21 of 30
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      13 of 20
    ","
      14 of 21
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 12
    ","
      9 of 10
    ","
      1 of 1
    ","
      2 of 8
    ","
      12 of 15
    ","
      0 of 0
    ","
      8 of 14
    ","
      5 of 6
    ","
      0 of 0
    ","
      6 of 10
    ","
      7 of 10
    ","
      0 of 0
    "
win,Light Heavyweight,"KO/TKO

      

      
        Punch",1,1:19,Daniel Cormier,Patrick Cummins,http://www.fightmetric.com/fight-details/b1a033020bd6d3f3,"February 22, 2014","
      1
    ","
      18 of 37
    ","
      20 of 39
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      8 of 22
    ","
      8 of 22
    ","
      0 of 3
    ","
      0
    ","
      0
    ","
      0
    ","
      16 of 35
    ","
      2 of 2
    ","
      0 of 0
    ","
      4 of 18
    ","
      5 of 6
    ","
      9 of 13
    ","
      5 of 18
    ","
      1 of 1
    ","
      2 of 3
    ","
      7 of 21
    ","
      1 of 1
    ","
      0 of 0
    "
win,Welterweight,U-DEC,3,5:00,Rory MacDonald,Demian Maia,http://www.fightmetric.com/fight-details/29657325bfc1d590,"February 22, 2014","
      0
    ","
      75 of 213
    ","
      77 of 215
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      51 of 120
    ","
      81 of 152
    ","
      2 of 22
    ","
      0
    ","
      1
    ","
      0
    ","
      62 of 197
    ","
      12 of 15
    ","
      1 of 1
    ","
      74 of 207
    ","
      0 of 2
    ","
      1 of 4
    ","
      37 of 103
    ","
      7 of 9
    ","
      7 of 8
    ","
      30 of 95
    ","
      0 of 0
    ","
      21 of 25
    "
win,Welterweight,"KO/TKO

      

      
        Elbows",3,4:03,Mike Pyle,TJ Waldburger,http://www.fightmetric.com/fight-details/9988ff4d4197663b,"February 22, 2014","
      0
    ","
      56 of 101
    ","
      88 of 134
    ","
      4 of 4
    ","
      1
    ","
      5
    ","
      0
    ","
      0
    ","
      38 of 89
    ","
      49 of 102
    ","
      0 of 4
    ","
      1
    ","
      0
    ","
      0
    ","
      44 of 87
    ","
      7 of 7
    ","
      5 of 7
    ","
      21 of 57
    ","
      14 of 21
    ","
      21 of 23
    ","
      21 of 70
    ","
      7 of 8
    ","
      10 of 11
    ","
      31 of 77
    ","
      7 of 12
    ","
      0 of 0
    "
win,Welterweight,"KO/TKO

      

      
        Punches",1,3:43,Stephen Thompson,Robert Whittaker,http://www.fightmetric.com/fight-details/ab0d6346b7938a7f,"February 22, 2014","
      0
    ","
      19 of 66
    ","
      19 of 66
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      38 of 80
    ","
      39 of 81
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      17 of 64
    ","
      0 of 0
    ","
      2 of 2
    ","
      18 of 64
    ","
      1 of 2
    ","
      0 of 0
    ","
      28 of 63
    ","
      7 of 13
    ","
      3 of 4
    ","
      25 of 65
    ","
      6 of 7
    ","
      7 of 8
    "
win,Women's Bantamweight,S-DEC,3,5:00,Alexis Davis,Jessica Eye,http://www.fightmetric.com/fight-details/36630b8c820db52b,"February 22, 2014","
      0
    ","
      53 of 113
    ","
      112 of 175
    ","
      2 of 3
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      47 of 111
    ","
      69 of 135
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      25 of 64
    ","
      6 of 12
    ","
      22 of 37
    ","
      40 of 91
    ","
      7 of 14
    ","
      6 of 8
    ","
      39 of 97
    ","
      0 of 1
    ","
      8 of 13
    ","
      40 of 98
    ","
      7 of 13
    ","
      0 of 0
    "
win,Bantamweight,U-DEC,3,5:00,Raphael Assuncao,Pedro Munhoz,http://www.fightmetric.com/fight-details/faaa7340f4ede814,"February 22, 2014","
      0
    ","
      100 of 206
    ","
      116 of 225
    ","
      3 of 3
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      33 of 100
    ","
      41 of 109
    ","
      0 of 1
    ","
      1
    ","
      0
    ","
      0
    ","
      73 of 170
    ","
      8 of 12
    ","
      19 of 24
    ","
      87 of 184
    ","
      1 of 4
    ","
      12 of 18
    ","
      6 of 56
    ","
      12 of 21
    ","
      15 of 23
    ","
      33 of 98
    ","
      0 of 2
    ","
      0 of 0
    "
win,Bantamweight,U-DEC,3,5:00,Aljamain Sterling,Cody Gibson,http://www.fightmetric.com/fight-details/41727d51af72b1d5,"February 22, 2014","
      0
    ","
      18 of 53
    ","
      35 of 73
    ","
      4 of 6
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      46 of 89
    ","
      132 of 177
    ","
      3 of 5
    ","
      3
    ","
      2
    ","
      0
    ","
      9 of 36
    ","
      8 of 13
    ","
      1 of 4
    ","
      5 of 26
    ","
      11 of 23
    ","
      2 of 4
    ","
      23 of 57
    ","
      17 of 22
    ","
      6 of 10
    ","
      11 of 39
    ","
      25 of 37
    ","
      10 of 13
    "
win,Flyweight,U-DEC,3,5:00,Zach Makovsky,Joshua Sampo,http://www.fightmetric.com/fight-details/1a8b815679bc89b8,"February 22, 2014","
      0
    ","
      34 of 66
    ","
      60 of 93
    ","
      5 of 7
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      19 of 67
    ","
      54 of 104
    ","
      0 of 0
    ","
      0
    ","
      1
    ","
      0
    ","
      20 of 50
    ","
      6 of 6
    ","
      8 of 10
    ","
      25 of 56
    ","
      2 of 2
    ","
      7 of 8
    ","
      7 of 49
    ","
      6 of 10
    ","
      6 of 8
    ","
      13 of 52
    ","
      3 of 10
    ","
      3 of 5
    "
win,Lightweight,"KO/TKO

      

      
        Punches",1,1:24,Erik Koch,Rafaello Oliveira,http://www.fightmetric.com/fight-details/dc28c6e66f333d2a,"February 22, 2014","
      0
    ","
      1 of 6
    ","
      1 of 6
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      19 of 27
    ","
      19 of 27
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 3
    ","
      1 of 1
    ","
      0 of 2
    ","
      1 of 6
    ","
      0 of 0
    ","
      0 of 0
    ","
      19 of 27
    ","
      0 of 0
    ","
      0 of 0
    ","
      3 of 6
    ","
      0 of 0
    ","
      16 of 21
    "
win,Lightweight,S-DEC,3,5:00,Ernest Chavez,Yosdenis Cedeno,http://www.fightmetric.com/fight-details/328ae84bf2af537e,"February 22, 2014","
      0
    ","
      28 of 62
    ","
      94 of 133
    ","
      2 of 2
    ","
      0
    ","
      5
    ","
      0
    ","
      0
    ","
      26 of 83
    ","
      27 of 84
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      13 of 39
    ","
      6 of 8
    ","
      9 of 15
    ","
      23 of 56
    ","
      4 of 4
    ","
      1 of 2
    ","
      13 of 64
    ","
      3 of 8
    ","
      10 of 11
    ","
      24 of 80
    ","
      2 of 3
    ","
      0 of 0
    "
win,Middleweight,U-DEC,5,5:00,Lyoto Machida,Gegard Mousasi,http://www.fightmetric.com/fight-details/aa11f2375ee2118f,"February 15, 2014","
      0
    ","
      28 of 101
    ","
      35 of 108
    ","
      1 of 2
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      36 of 106
    ","
      66 of 138
    ","
      0 of 3
    ","
      0
    ","
      0
    ","
      1
    ","
      16 of 75
    ","
      6 of 17
    ","
      6 of 9
    ","
      25 of 97
    ","
      0 of 1
    ","
      3 of 3
    ","
      19 of 80
    ","
      4 of 9
    ","
      13 of 17
    ","
      28 of 90
    ","
      3 of 8
    ","
      5 of 8
    "
